Original_SMILES,Product_SMILES,Similarity,Reaction_SMARTS,DOI
*c1ccnc(NC)n1,*c1cc(Cl)ccc1O,0.1389,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4](Cl)cc[c:6]1O,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc(OC(F)F)c1,0.1538,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c[c:6](OC(F)F)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc(CO)n1,0.2647,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4]c[c:6](CO)[n:5]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(Cl)c(OC)c(Cl)c1,0.1389,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4](Cl)[c:6](OC)c(Cl)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(O)c(F)c1,0.1389,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4][c:6](O)c(F)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(F)cc1C,0.1714,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4][c:6](F)cc1C,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(O)ccc1O,0.1471,[*:1][c:2]1[c:3][c:4][n][c:6]([N])[n]1>>[*:1][c:2]1[c:3][c:4](O)cc[c:6]1O,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccncn1,0.3448,[*:1][c:2]1[c:3][c:4][n:5][c:6]([N][C])[n:9]1>>[*:1][c:2]1[c:3][c:4][n:5][c:6][n:9]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccco1,0.2333,[*:1][c:2]1[c:3][c:4][n][c:6]([N][C])[n]1>>[*:1][c:2]1[c:3][c:4][c:6]o1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*C1CCOC(NC)C1,0.1,[*:1][c:2]1[c:3][c:4][n][c:6][n]1>>[*:1][C:2]1[C:3][C:4]O[C:6]C1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*C1CCC1NC,0.1212,[*:1][c:2]1[c:3][c:4][n][c:6][n]1>>[*:1][C:2]1[C:3][C:4][C:6]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*C1CCCC(NC)CC1,0.1389,[*:1][c:2]1[c:3][c:4][n][c:6][n]1>>[*:1][C:2]1CC[C:6]C[C:4][C:3]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cccc(NC)c1F,0.2571,[*:1][c:2]1[c:3][c:4][n][c:6][n]1>>[*:1][c:2]1[c:3][c:4]c[c:6]c1F,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(NC)c(C(F)(F)F)c1,0.2368,[*:1][c:2]1[c:3][c:4][n][c:6][n]1>>[*:1][c:2]1[c:3][c:4][c:6]c(C(F)(F)F)c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*C1CCC(C)CC1NC,0.1053,[*:1][c:2]1[c:3][c:4][n][c:6][n]1>>[*:1][C:2]1[C:6]CC(C)[C:4][C:3]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*Cn1nnc(NC)n1,0.25,[*:1][c:2]1[n:3][c:4][c][c][n:7]1>>[*:1][c:2]1[n:3]nn([C:4])[n:7]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1c[nH]c(NC)n1,0.3548,[*:1][c:2]1[n:3][c:4][c:5][c][n:7]1>>[*:1][c:2]1[n:3][c:4][c:5][nH:7]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cn(NC)cn1,0.3125,[*:1][c:2]1[n:3][c:4][c:5][c][n:7]1>>[*:1][n:7]1[c:5][c:4][n:3][c:2]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*n1ccnc1NC,0.3548,[*:1][c:2]1[c][c:4][n:5][c:6][n:7]1>>[*:1][n:7]1[c:2][c:4][n:5][c:6]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1nnc(NC)o1,0.2424,[*:1][c:2]1[n:3][c:4][c][c][n:7]1>>[*:1][c:2]1[n:7][n:3][c:4]o1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(NC)o1,0.2903,[*:1][c:2]1[c:3][c:4][n][c:6][n]1>>[*:1][c:2]1[c:3][c:4][c:6]o1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccc(F)cc1NC,0.2571,[*:1][c:2]1[c:3][c:4][n][c:6][n]1>>[*:1][c:2]1[c:3][c:4]c(F)c[c:6]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(NC)ccc1C(=O)O,0.2308,[*:1][c:2]1[n][c:4][c:5][c:6][n]1>>[*:1][c:2]1c[c:4][c:5](C(=O)O)[c:6]c1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cc(CNC)no1,0.2105,[*:1][c:2]1[c:3][c:4][n:5][c:6][n]1>>[*:1][c:2]1[c:3][c:4]([C:6])[n:5]o1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*n1nccc1NC,0.303,[*:1][c:2]1[c][c:4][n:5][c:6][n:7]1>>[*:1][n:7]1[c:6][c:2][c:4][n:5]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1cnc(NC)nc1,0.4286,[*:1][c:2]1[c:3][c:4][n:5][c:6][n:7]1>>[*:1][c:2]1[c:3][n:7][c:6][n:5][c:4]1,https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccnn1CNC,0.2857,[*:1][c:2]1[c:3][c:4][n:5][c:6][n:7]1>>[*:1][c:2]1[c:3][c:4][n:5][n:7]1[C:6],https://doi.org/10.1016/j.ejmech.2022.114483
*c1ccnc(NC)n1,*c1ccnc(N(C)C)n1,0.4828,[*:1][N:2][*:3]>>[*:1][N:2]([*:3])[C],https://doi.org/10.1016/j.ejmech.2020.112552
*c1ccnc(NC)n1,*c1ccnc(OC)n1,0.4667,[*:1]N[*:3]>>[*:1][O][*:3],https://doi.org/10.1016/j.ejmech.2020.112552
*c1ccnc(NC)n1,*c1ccnc([SH](C)(N)=O)n1,0.4118,[*:1][N:4][C:3]>>[*:1][SH]([C:3])([N:4])=[O],https://doi.org/10.1016/j.ejmech.2023.115509
*c1ccnc(NC)n1,*C1CCCCC1NC,0.1143,[c:1]1[c:6]n[c:2]n[c:3]1>>[C:1]1[C:2][C:3][C][C][C:6]1,https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*C1CCCC(NC)C1,0.1389,[c:1]1[c:6]n[c:2]n[c:3]1>>[C:1]1[C:2][C:3][C][C][C:6]1,https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*C1CCCC(NC)N1,0.1026,[c:1]1[c:2]n[c:3][n:4][c:5]1>>[C:1]1[C:2][C:3][N:4][C:5][C]1,https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*C1CCCNC1NC,0.1,[c:1]1[c:2]n[c:3][n:4][c:5]1>>[C:1]1[C:2][C:3][N:4][C:5][C]1,https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*C1CCC(NC)C1,0.1143,[c:3]1[c:4]n[c:1]n[c:2]1>>[C:1]1[C:2][C:3][C:4][C]1,https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*c1ccoc1NC,0.3125,[c:1]1[c:2]n[c:3]n[c:5]1>>[c:1]1[c:2][c:3][o][c:5]1,https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*c1nc(F)nc2c1ncn2C,0.1951,[N:8][c:2]1[n:6][c:7][c:5][c:4][n:3]1>>[F][c:2]1[n:3][c:4][c:5]2[n:6][c:7][nH:8][c]2[n]1,https://doi.org/10.1021/acs.jmedchem.2c00568
*c1ccnc(NC)n1,*c1nc2cnc(F)nc2n1C,0.1951,[N:8][c:2]1[n:6][c:7][c:5][c:4][n:3]1>>[F][c:2]1[n:3][c:4][c:5]2[n:6][c:7][nH:8][c]2[n]1,https://doi.org/10.1021/acs.jmedchem.2c00568
*c1ccnc(NC)n1,*C1CNC(NC)CO1,0.0976,[c:1]1[c:4]n[c:5][n:6][c:2]1>>[C:1]1[C:2][O][C:4][C:5][N:6]1,https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*C1OCCNC1NC,0.0976,[c:1]1[c:4]n[c:5][n:6][c:2]1>>[C:1]1[C:2][O][C:4][C:5][N:6]1,https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*c1ccnc(NC2CC2)n1,0.5484,[*:1][N:2][C:3]>>[*:1][N:2][C:3]1[C][C]1,https://doi.org/10.1021/acs.jmedchem.1c01509
*c1ccnc(NC)n1,*c1ccnc(N(CC)CC)n1,0.4375,[*:1][N:2][C:3]>>[*:1][N:2]([C:3][C])[C][C],https://doi.org/10.1021/acs.jmedchem.1c01509
*c1ccnc(NC)n1,*c1ccnc(NC2CN(C(=O)OC(C)(C)C)C2)n1,0.3913,[*:1][N:2][C:3]>>[*:1][N:2][C:3]1[C][N]([C](=[O])[O][C]([C])([C])[C])[C]1,https://doi.org/10.1021/acs.jmedchem.1c01509
*c1ccnc(NC)n1,*c1ccnc(NC2CCN(C(=O)OC(C)(C)C)CC2)n1,0.375,[*:1][N:2][C:3]>>[*:1][N:2][C:3]1[C][C][N]([C](=[O])[O][C]([C])([C])[C])[C][C]1,https://doi.org/10.1021/acs.jmedchem.1c01509
*c1ccnc(NC)n1,*c1ccnc(N2CCN(C(=O)OC(C)(C)C)CC2)n1,0.2979,[*:1][N:2][C:3]>>[*:1][N:2]1[C:3][C][N]([C](=[O])[O][C]([C])([C])[C])[C][C]1,https://doi.org/10.1021/acs.jmedchem.2c01382
*c1ccnc(NC)n1,*c1ccnc(N2CCC(c3nc(C(C)C)no3)CC2)n1,0.2745,[*:1][N:2][C:3]>>[*:1][N:2]1[C:3][C][C]([c]2[n][c]([C]([C])[C])[n][o]2)[C][C]1,https://doi.org/10.1021/acs.jmedchem.1c01509
*c1ccnc(NC)n1,*c1cc(Cl)nc(NC)n1,0.4516,[*:1][c:2]1[c:3][c:4][n:6][c:7]([*:8])[n:9]1>>[*:1][c:2]1[c:3][c:4]([Cl])[n:6][c:7]([*:8])[n:9]1,https://dx.doi.org/10.1021/acs.jmedchem.9b01769
*c1ccnc(NC)n1,*c1nc(NC)nc2c1CSC2,0.3243,[*:5][c:4]1[c:6][c:7][n:8][c:2]([*:1])[n:3]1>>[*:1][c:2]1[n:3][c:4]([*:5])[c:6]2[c:7]([n:8]1)[C][S][C]2,https://dx.doi.org/10.1021/acs.jmedchem.9b01769
*c1ccnc(NC)n1,*c1nc2c(c(NC)n1)COC2,0.2564,[*:1][c:2]1[c:6][c:7][n:8][c:4]([*:5])[n:3]1>>[*:1][c:2]1[n:3][c:4]([*:5])[c:6]2[c:7]([n:8]1)[C][O][C]2,https://dx.doi.org/10.1021/acs.jmedchem.9b02153
*c1ccnc(NC)n1,*c1ncc(C)nc1NC,0.3235,[*:1][N:2][c:3]1[n:9][c:6][c:7][c:4][n:5]1>>[*:1][N:2][c:3]1[c:4][n:5][c:6][c:7]([C])[n:9]1,https://dx.doi.org/10.1021/acs.jmedchem.0c01017
*c1ccnc(NC)n1,*c1ncc(NC)nc1C,0.3235,[*:1][N:2][c:3]1[n:9][c:6][c:7][c:4][n:5]1>>[*:1][N:2][c:3]1[c:4][n:5][c:6][c:7]([C])[n:9]1,https://dx.doi.org/10.1021/acs.jmedchem.0c01017
*c1ccnc(NC)n1,*C1CCN(C)CCN1C,0.0513,[*:1][N:2][c:7]1n[c:3][c:4][c:5][n:6]1>>[*:1][N:2]1[C:3][C:4][C:5][N:6]([C:7])[C][C]1,https://dx.doi.org/10.1021/acs.jmedchem.0c00232
*c1ccnc(NC)n1,*C1CN(C)CCN1C,0.0526,[*:1][N:2][c:6]1n[c:3][c:8][c:7][n:5]1>>[*:1][N:2]1[C:3][C][N:5]([C:6])[C:7][C:8]1,https://doi.org/10.1021/acs.jmedchem.3c01336
*c1ccnc(NC)n1,*C1C=Cc2nc(NC)ncc21,0.3421,[c:8]1[c:1][n:6][c:5][n:4][c:9]1>>[C:1]1=[C][c]2[n:4][c:5][n:6][c][c:8]2[C:9]1,https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*C1=Cc2nc(NC)ncc2C1,0.4286,[c:8]1[c:1][n:6][c:5][n:4][c:9]1>>[C:1]1=[C][c]2[n:4][c:5][n:6][c][c:8]2[C:9]1,https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*c1ccnc(N(C)C(F)(F)F)n1,0.4118,[*:1][N:2][C:3]>>[*:1][N:2]([C:3])[C]([F])([F])[F],https://dx.doi.org/10.1021/acs.jmedchem.0c01457
*c1ccnc(NC)n1,*c1ccnc(NCC(=O)O)n1,0.5,[*:1][C:2]>>[*:1][C:2][C](=[O])[O],https://dx.doi.org/10.1021/acs.jmedchem.9b01877
*c1ccnc(NC)n1,*c1cc(C)nc(N)n1,0.2353,[*:1][c:2]1[c:3][c:4][n:6][c:7]([N:8][C:5])[n:9]1>>[*:1][c:2]1[c:3][c:4]([C:5])[n:6][c:7]([N:8])[n:9]1,https://doi.org/10.1021/acs.jmedchem.1c00382
*c1ccnc(NC)n1,*c1cc(OC)nc(N)n1,0.2162,[*:1][c:2]1[c:3][c:4][n:7][c:8]([N:9][C:6])[n:10]1>>[*:1][c:2]1[c:3][c:4]([O][C:6])[n:7][c:8]([N:9])[n:10]1,https://doi.org/10.1021/acs.jmedchem.1c00382
*c1ccnc(NC)n1,*c1nc(N)ncc1OC,0.2432,[*:1][c:2]1[c:8][c:7][n:6][c:4]([N:5][C:10])[n:3]1>>[*:1][c:2]1[n:3][c:4]([N:5])[n:6][c:7][c:8]1[O][C:10],https://doi.org/10.1021/acs.jmedchem.1c00382
*c1ccnc(NC)n1,*c1cc(NC)ccc1C(F)(F)F,0.2368,[*:1][c:6]1n[c:2][c:5][c:10]n1>>[*:1][c:2]1[c][c][c:5]([C:6]([F])([F])[F])[c:10][c]1,https://dx.doi.org/10.1021/acs.jmedchem.9b01659
*c1ccnc(NC)n1,*c1c(F)ccc(NC)c1F,0.2571,[*:1][c:2]1n[c:3][c:8][c:7]n1>>[*:1][c:2]1[c:3][c][c]([F])[c:7][c:8]1[F],https://dx.doi.org/10.1021/acs.jmedchem.0c01588
*c1ccnc(NC)n1,*c1cc(F)cc(F)c1NC,0.2222,[*:1][c:2]1n[c:3][c:8][c:7]n1>>[*:1][c:2]1[c:3][c][c]([F])[c:7][c:8]1[F],https://dx.doi.org/10.1021/acs.jmedchem.0c01588
*c1ccnc(NC)n1,*c1c(F)cc(NC)cc1F,0.2424,[*:1][c:2]1n[c:3][c:7][c:6]n1>>[*:1][c:2]1[c:3][c]([F])[c:6][c:7]([F])[c]1,https://dx.doi.org/10.1021/acs.jmedchem.1c00034
*c1ccnc(NC)n1,*c1c(F)cc(F)cc1NC,0.2571,[*:1][c:2]1n[c:3][c:7][c:6]n1>>[*:1][c:2]1[c:3][c]([F])[c:6][c:7]([F])[c]1,https://dx.doi.org/10.1021/acs.jmedchem.1c00034
*c1ccnc(NC)n1,*c1ccccc1CNC,0.2286,[*:1][c:2]1n[c:4][c:3][c:7]n1>>[*:1][C:2][c:3]1[c:4][c][c][c:7][c]1,https://dx.doi.org/10.1021/acs.jmedchem.0c00161
*c1ccnc(NC)n1,*c1[nH]ncc1C(=O)NC,0.2,[*:1][c:2]1[n:6][c:5][c:4][c:8][n:7]1>>[*:1][C:2](=[O])[c:4]1[c:5][n:6][nH:7][c:8]1,https://dx.doi.org/10.1021/acs.jmedchem.1c00034
*c1ccnc(NC)n1,*c1n[nH]cc1C(=O)NC,0.2,[*:1][c:2]1[n:6][c:5][c:4][c:8][n:7]1>>[*:1][C:2](=[O])[c:4]1[c:5][n:6][nH:7][c:8]1,https://dx.doi.org/10.1021/acs.jmedchem.1c00034
*c1ccnc(NC)n1,*CN(C)C,0.069,[*:1][N:2][c:3]1ncc[c:4]n1>>[*:1][N:2]([C:3])[C:4],https://dx.doi.org/10.1021/acs.jmedchem.0c01457
*c1ccnc(NC)n1,*c1cnc(NC)nn1,0.4333,[c:1]1[c:2][n:3][c:5][n:4]c1>>[c:1]1[c:2][n:3][n:4][c:5][n]1,https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*c1nnc(NC)nn1,0.3571,c1[c:4][n:3][c:1][n:2]c1>>[c:1]1[n:2][n:3][c:4][n][n]1,https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*c1cccc(=O)n1CNC,0.2,[c:4]1[c:6]n[c:1][n:2][c:3]1>>[C:1][n:2]1[c:3][c:4][c][c:6][c]1=[O],https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*c1cccn(CNC)c1=O,0.2,[c:4]1[c:6]n[c:1][n:2][c:3]1>>[C:1][n:2]1[c:3][c:4][c][c:6][c]1=[O],https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*C1=CC=CC=C(NC)C=C1,0.2353,[c:1]1[c:2]n[c:3]n[c:8]1>>[C:1]1=[C:2][C:3]=[C][C]=[C][C]=[C:8]1,https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*C1=CC=CC=CC=C1NC,0.2424,[c:1]1[c:2]n[c:3]n[c:8]1>>[C:1]1=[C:2][C:3]=[C][C]=[C][C]=[C:8]1,https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*c1ccnc(S(C)(=O)=O)n1,0.4375,[*:1][N]>>[*:1]S(C)(=O)=O,https://dx.doi.org/10.1021/acs.jmedchem.0c00407
*c1ccnc(NC)n1,*c1ccnc(CO)n1,0.4194,[*:1][N]>>[*:1]CO,https://doi.org/10.1021/acs.jmedchem.1c01318
*c1ccnc(NC)n1,*c1nc(O)nc(NC)n1,0.3438,[c:1]1[c:2][n:3][c:4][n:5][c]1>>O[c:1]1n[c:2][n:3][c:4][n:5]1,https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*c1ccnc(C(=S)NC)n1,0.5312,[*:1][N:2][*:3]>>[*:3][N:2]C([*:1])=S,https://dx.doi.org/10.1021/acs.jmedchem.0c00530
*c1ccnc(NC)n1,*c1ccnc(NC(C)=S)n1,0.5806,[*:1][N:2][*:3]>>[*:3][N:2]C([*:1])=S,https://dx.doi.org/10.1021/acs.jmedchem.0c00530
*c1ccnc(NC)n1,*c1ccnc(CNC)n1,0.5161,[*:1][N:2][*:3]>>[*:1]C[N:2][*:3],https://doi.org/10.1021/acs.jmedchem.4c00018
*c1ccnc(NC)n1,*c1ccnc(NCCl)n1,0.5862,[*:1][C:2]>>[*:1][C:2]Cl,https://dx.doi.org/10.1021/acs.jmedchem.9b01877
*c1ccnc(NC)n1,*c1nc(NC)ccc1OC,0.3056,[c:1]1[c:2][n:3][c:4][n][c:6]1>>CO[c:1]1[c:2]c[c:4][n:3][c:6]1,https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*c1cc(NC)ncc1OC,0.2632,[c:1]1[c:2][n:3][c:4][n][c:6]1>>CO[c:1]1[c:2]c[c:4][n:3][c:6]1,https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*c1nc(NC)ccc1OCC,0.3158,[c:1]1[c:2][n:3][c:4][n][c:6]1>>CCO[c:1]1[c:2]c[c:4][n:3][c:6]1,https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*c1cc(NC)ncc1OCC,0.25,[c:1]1[c:2][n:3][c:4][n][c:6]1>>CCO[c:1]1[c:2]c[c:4][n:3][c:6]1,https://doi.org/10.1021/acs.jmedchem.4c00094
*c1ccnc(NC)n1,*c1nc(NC)nc2scnc12,0.3514,[*:1][c:2]1[c:3][c:4][n:5][c:6]([*:7])[n:8]1>>[*:7][c:6]1[n:8][c:2]([*:1])[c:3]2ncs[c:4]2[n:5]1,https://dx.doi.org/10.1021/acs.jmedchem.9b02153
*c1ccnc(NC)n1,*c1nc(NC)nc2cccc(F)c12,0.3333,[*:1][c:2]1[c:3][c:4][n:5][c:6]([*:7])[n:8]1>>[*:7][c:6]1[n:5][c:4]([*:1])[c:3]2c(F)ccc[c:2]2[n:8]1,https://dx.doi.org/10.1021/acs.jmedchem.9b01769
*c1ccnc(NC)n1,*c1ccccc1NC,0.2903,[*:1][N:2][c:3]1[n][c:5][c:6][c:7][n]1>>[*:1][N:2][c:3]1[c:7][c:6][c:5]cc1,https://doi.org/10.1021/acs.jmedchem.2c01382
*c1ccnc(NC)n1,*c1cc(NC)ccc1C,0.2647,[*:1][N:2][c:3]1[n][c:5][c:6][c:7][n]1>>[*:1][N:2][c:3]1c[c:5][c:6](C)[c:7]c1,https://dx.doi.org/10.1021/acs.jmedchem.0c01017
*c1ccnc(NC)n1,*c1ccc(NC)cc1C,0.2647,[*:1][N:2][c:3]1[n][c:5][c:6][c:7][n]1>>[*:1][N:2][c:3]1[c:6][c:7][c:5]c(C)c1,https://dx.doi.org/10.1021/acs.jmedchem.0c01017
*c1ccnc(NC)n1,*c1cc(C#N)cc(NC)c1,0.2105,[*:1][N:2][c:3]1[n:4][c:5][c:6][c:7][n]1>>[*:1][N:2][c:3]1[c:6][c:7][c:5]c(C#[N:4])c1,https://dx.doi.org/10.1021/acs.jmedchem.0c01017
*c1ccnc(NC)n1,*c1ccc(NC)cc1C#N,0.2368,[*:1][N:2][c:3]1[n:4][c:5][c:6][c:7][n]1>>[*:1][N:2][c:3]1[c:6][c:7][c:5]c(C#[N:4])c1,https://dx.doi.org/10.1021/acs.jmedchem.0c01017
*c1ccnc(NC)n1,*c1cc(Cl)cc(NC)c1,0.2286,[*:1][N:2][c:3]1[n][c:5][c:6][c:7][n]1>>[*:1][N:2][c:3]1[c:6][c:7][c:5]c(Cl)c1,https://dx.doi.org/10.1021/acs.jmedchem.0c01017
*c1ccnc(NC)n1,*c1ccc(NC)cc1Cl,0.2571,[*:1][N:2][c:3]1[n][c:5][c:6][c:7][n]1>>[*:1][N:2][c:3]1[c:6][c:7][c:5]c(Cl)c1,https://dx.doi.org/10.1021/acs.jmedchem.0c01017
*c1ccnc(NC)n1,*c1cc(N2CCN(C)CC2)ccc1NC,0.2093,[*:1][N:2][c:3]1[n:4][c:5][c:6][c:7][n:8]1>>[*:1][N:2][c:3]1[c:7][c:6][c:5]([N:4]2CC[N:8](C)CC2)cc1,https://dx.doi.org/10.1021/acs.jmedchem.0c01017
*c1ccnc(NC)n1,*c1ccnc(C(F)(F)F)n1,0.4194,[*:1][N]>>[*:1]C(F)(F)F,https://dx.doi.org/10.1021/acs.jmedchem.9b01877
*c1ccnc(NC)n1,*c1cccc2nc(NC)[nH]c12,0.2895,[*:1][c:2]1[c:3][c:4][n:5][c:6][n:7]1>>[*:1][c:2]1ccc[c:4]2[n:5][c:6][nH:7][c:3]12,https://dx.doi.org/10.1021/acs.jmedchem.0c01901
*c1ccnc(NC)n1,*c1ccnnc1NC,0.3333,[*:1][c:2]1[n:3][c:4][c:5][c:6][n:7]1>>[*:1][c:2]1[c:6][c:5][c:4][n:3][n:7]1,https://doi.org/10.1021/acs.jmedchem.1c01215
*c1ccnc(NC)n1,*c1ccc(NC)nn1,0.3548,[*:1][c:2]1[n:3][c:4][c:5][c:6][n:7]1>>[*:1][c:2]1[c:6][c:5][c:4][n:3][n:7]1,https://doi.org/10.1021/acs.jmedchem.1c01215
*c1ccnc(NC)n1,*c1cc(F)nc(NC)c1,0.2857,[*:1][c:2]1[n:3][c:4][c:5][c:6][n]1>>[*:1][c:2]1c[c:6][c:5][c:4](F)[n:3]1,https://doi.org/10.1021/acs.jmedchem.2c01983
*c1ccnc(NC)n1,*c1ccc(F)c(NC)n1,0.4062,[*:1][c:2]1[n:3][c:4][c:5][c:6][n]1>>[*:1][c:2]1[n:3][c:4][c:5][c:6]c1F,https://doi.org/10.1021/acs.jmedchem.2c01983
*c1ccnc(NC)n1,*c1ccnc(N(C)C(C)C)n1,0.4242,[*:1][N:2]>>[*:1][N:2][C]([C])[C],https://doi.org/10.1021/acs.jmedchem.3c02393
*c1ccnc(NC)n1,*c1cnccc1NC,0.3333,[*:1][c:2]1n[c:3][c:7][c:6][n:5]1>>[*:1][c:2]1[c:3][c][n:5][c:6][c:7]1,https://doi.org/10.1016/j.ejmech.2024.116627
*c1ccnc(NC)n1,*c1c(NC)ccc2ccccc12,0.2778,[*:1][c:2]1[c:11][c:6]n[c:3]n1>>[*:1][c:2]1[c:3][c][c][c:6]2[c][c][c][c][c:11]12,https://doi.org/10.1016/j.ejmech.2024.116627
*c1ccnc(NC)n1,*c1ccnc(C(=O)O)n1,0.4062,[*:1]N>>[*:1][C](=[O])[O],https://doi.org/10.1021/acs.jmedchem.4c01242
*c1ccnc(NC)n1,*c1ccnc(N(C)C(=O)OC)n1,0.4054,[*:1][N:2]>>[*:1][N:2][C](=[O])[O][C],https://doi.org/10.1021/acs.jmedchem.4c01242
*c1ccnc(NC)n1,*c1ccnc(N(C)C(=O)NCC)n1,0.375,[*:1][N:2]>>[*:1][N:2][C](=[O])[N][C][C],https://doi.org/10.1021/acs.jmedchem.4c01242
*c1ccnc(NC)n1,*c1ccnc(N(C)C(C)=O)n1,0.4,[*:1][N:2]>>[*:1][N:2][C]([C])=[O],https://doi.org/10.1021/acs.jmedchem.4c01242
